AAPL,ADBE,ADI,ADP,ADSK,AMD,AMGN,AMZN,ASML,AVGO,BIDU,BKNG,BKR,CDNS,CHTR,CMCSA,COST,CSCO,CSX,CTSH,DLTR,DXCM,EA,EBAY,EXC,GILD,GOOG,GOOGL,IDXX,ILMN,INTC,ISRG,KDP,KLAC,LRCX,MAR,MDLZ,META,MNST,MU,NFLX,NVDA,NXPI,ORLY,PAYX,PEP,PYPL,QCOM,REGN,TSLA
125.97447204589844,485.3399963378906,133.80873107910156,152.3035430908203,296.8399963378906,92.3000030517578,193.64251708984372,159.3314971923828,477.94921875,38.25310516357422,216.8000030517578,2129.240234375,18.498191833496094,135.75999450683594,647.030029296875,40.69205093383789,359.68853759765625,38.03580093383789,27.42243766784668,73.50565338134766,106.94000244140624,89.43499755859375,135.825439453125,47.19424819946289,24.60000228881836,49.6103744506836,85.76873016357422,85.65927124023438,491.7699890136719,357.7431945800781,44.9029426574707,266.6666564941406,27.75298309326172,246.67306518554688,45.263145446777344,120.32827758789062,51.07297134399414,267.0744323730469,45.29999923706055,72.25035858154297,52.2859992980957,13.076725959777832,148.49725341796875,30.264667510986328,78.46996307373047,123.6528549194336,231.38510131835935,133.337646484375,480.1967468261719,243.2566680908203
127.53197479248048,485.6900024414063,136.2004852294922,151.87982177734375,301.70001220703125,92.7699966430664,194.58221435546875,160.92550659179688,483.0727844238281,38.51219177246094,214.0,2152.843994140625,18.70939826965332,136.13999938964844,636.5900268554688,40.449256896972656,355.5157775878906,38.0531005859375,27.88680458068848,73.7185287475586,107.12999725341795,92.1875,137.5876922607422,47.679935455322266,24.564159393310547,49.51960372924805,86.39799499511719,86.35006713867188,497.260009765625,364.688720703125,45.75272750854492,268.3500061035156,27.79690361022949,251.8466644287109,46.828346252441406,121.60130310058594,51.12588119506836,269.0903015136719,45.709999084472656,75.38235473632812,52.08000183105469,13.367158889770508,151.8239288330078,30.0853328704834,78.17471313476562,124.02134704589844,234.3682098388672,136.8663330078125,480.7834777832031,245.0366668701172
123.23904418945312,466.30999755859375,136.814453125,151.34800720214844,302.8699951171875,90.33000183105467,199.2725067138672,156.91900634765625,468.6005554199219,38.27470779418945,203.97000122070312,2213.58984375,19.50142288208008,130.63999938964844,624.510009765625,40.91865921020508,350.1037292480469,38.41650390625,28.628538131713867,74.18132019042969,112.97000122070312,93.9800033569336,133.18701171875,48.77043914794922,25.364830017089844,51.12897872924805,86.11859893798828,85.49799346923828,483.6000061035156,366.2937622070313,46.19568634033203,264.2633361816406,27.9023380279541,251.2970733642578,47.01204299926758,124.7838363647461,51.02887725830078,261.4834899902344,45.34999847412109,75.23600769042969,50.04899978637695,12.579126358032228,154.6189727783203,31.011999130249023,79.15601348876953,122.5042953491211,226.3068389892578,135.7529296875,467.4971618652344,251.9933319091797
127.44435119628906,477.739990234375,142.59678649902344,152.20436096191406,315.20001220703125,95.16000366210938,199.9303436279297,158.10800170898438,479.316162109375,39.8876953125,207.88999938964844,2203.790283203125,19.950233459472656,137.0500030517578,629.77001953125,40.99959564208984,348.11688232421875,38.90103530883789,29.30482482910156,74.92170715332031,114.75,96.79000091552734,137.02296447753906,48.62381362915039,25.11387634277344,51.59941101074219,88.69725799560547,88.05169677734375,495.1900024414063,371.9941711425781,47.18107986450195,269.4033203125,28.07004737854004,263.5961608886719,48.713600158691406,125.70964050292967,50.931884765625,266.8757629394531,46.75,77.18737030029297,50.88899993896485,13.306578636169434,160.3649444580078,31.32666778564453,79.48600769042969,122.11002349853516,234.49789428710935,139.802490234375,478.5459289550781,272.0133361816406
128.54440307617188,485.1000061035156,143.63226318359375,154.18753051757812,319.8500061035156,94.58000183105467,203.74920654296875,159.13499450683594,486.3037109375,40.09011459350586,240.25,2244.80908203125,19.774229049682617,136.19000244140625,634.3800048828125,41.71177291870117,350.0281066894531,38.98756408691406,29.86892318725586,75.84725952148438,112.97000122070312,97.02249908447266,138.1134490966797,49.92509460449219,25.221433639526367,52.028587341308594,89.68782043457031,89.21739959716797,513.2000122070312,369.2704162597656,46.69291305541992,272.9166564941406,28.246591567993164,268.3243408203125,47.49874114990234,125.07313537597656,51.3110580444336,265.7139587402344,47.494998931884766,75.5384521484375,51.040000915527344,13.23951816558838,160.401611328125,31.8613338470459,79.91153717041016,123.57568359375,241.9008026123047,140.64651489257812,495.979248046875,293.3399963378906
125.55589294433594,474.239990234375,145.0618133544922,151.8978729248047,317.8099975585937,97.25,202.96324157714844,155.7104949951172,485.5486145019531,40.10091018676758,219.5500030517578,2185.50927734375,19.932632446289062,134.69000244140625,641.1300048828125,41.695594787597656,344.4172668457031,39.24713134765625,29.915672302246094,74.17204284667969,112.43000030517578,92.66000366210938,137.4903106689453,49.42108917236328,25.012296676635746,51.59115982055664,87.67839050292969,87.15596771240234,506.5499877929688,362.3346252441406,46.59346008300781,271.2166748046875,27.68165779113769,273.9432067871094,48.90486526489258,124.07979583740234,50.341094970703125,255.058349609375,46.470001220703125,76.7580795288086,49.90999984741211,13.583301544189451,158.73374938964844,32.255332946777344,79.02574157714844,121.78435516357422,236.9522247314453,140.1706085205078,500.1461486816406,270.39666748046875
125.3806610107422,471.6499938964844,145.78573608398438,152.39366149902344,320.1300048828125,95.36000061035156,202.1259613037109,156.04150390625,491.2648010253906,40.42745590209961,239.4499969482422,2160.98046875,20.27585220336914,133.72000122070312,621.489990234375,40.473541259765625,344.59698486328125,39.61918640136719,29.884506225585938,73.70928955078125,114.18000030517578,90.0425033569336,135.3873748779297,51.35467147827149,25.143754959106445,51.23627471923828,86.67739868164062,86.22004699707031,496.7300109863281,351.439697265625,48.13030624389648,262.8099975585937,27.68165779113769,275.7247314453125,50.79485702514648,122.8550262451172,50.54389572143555,249.34820556640625,46.994998931884766,77.52886199951172,49.42499923706055,13.446935653686523,161.36386108398438,33.026668548583984,78.78260040283203,121.21867370605467,237.09190368652344,138.6800994873047,502.9605407714844,283.14666748046875
127.4151840209961,472.0499877929688,145.2267303466797,148.4274139404297,314.3299865722656,91.77999877929688,203.1084747314453,158.29449462890625,491.38909912109375,40.59118270874024,236.94000244140625,2147.28466796875,20.240650177001957,134.1199951171875,618.010009765625,40.59493637084961,347.1990051269531,39.24713134765625,29.49493980407715,73.6815185546875,112.47000122070312,90.6374969482422,132.7391815185547,51.05224609375,25.57396507263184,50.79059600830078,87.06698608398438,86.7073745727539,497.5799865722656,352.1400756835937,51.48424911499024,270.4833374023437,27.94647026062012,274.8813781738281,49.8536491394043,122.00635528564452,50.58798599243164,249.89442443847656,45.935001373291016,77.96792602539062,50.77899932861328,13.49380111694336,162.59185791015625,32.18733215332031,77.77522277832031,122.21289825439452,244.3351593017578,141.34681701660156,509.07659912109375,284.8033447265625
125.48772430419922,463.2699890136719,146.12478637695312,145.94851684570312,311.1099853515625,90.79000091552734,206.45745849609372,156.37350463867188,520.630126953125,40.668556213378906,249.0,2147.451904296875,20.86546516418457,135.39999389648438,623.0900268554688,40.12554168701172,342.8466186523437,39.065425872802734,29.13653564453125,74.0887451171875,109.97000122070312,88.0199966430664,135.27053833007812,50.6490478515625,25.442514419555664,51.500370025634766,86.36127471923828,85.89698791503906,488.8999938964844,360.933837890625,53.5634994506836,265.7133178710937,27.840539932250977,287.9384460449219,52.81646728515625,124.34019470214844,50.53508377075195,243.9360198974609,45.68000030517578,79.32415008544922,50.08599853515625,13.163233757019045,164.9562225341797,31.433332443237305,76.4813003540039,121.50153350830078,241.501708984375,144.42666625976562,515.053466796875,281.6666564941406
123.76472473144533,458.0799865722656,144.5578155517578,145.2364044189453,308.510009765625,88.20999908447266,209.72955322265625,155.21249389648438,504.236328125,40.10898971557617,238.8699951171875,2085.11181640625,20.126243591308597,134.63999938964844,628.9099731445312,39.405250549316406,342.6668701171875,39.30770111083984,29.11471366882324,74.26458740234375,108.33999633789062,88.55000305175781,135.3289337158203,50.78649520874024,25.90857696533203,52.26792907714844,86.16326141357422,85.73321533203125,489.4599914550781,366.0992126464844,52.05377960205078,259.47332763671875,28.12301254272461,288.17535400390625,51.84495544433594,122.28601837158205,50.45572280883789,249.61636352539065,45.82500076293945,78.75824737548828,49.79800033569336,12.823436737060549,157.82644653320312,31.112667083740234,76.74181365966797,121.18437957763672,239.2369384765625,141.050537109375,515.0733032226562,275.3866577148437
124.4364013671875,456.5,147.11444091796875,146.01162719726562,310.9700012207031,89.44999694824219,212.10455322265625,156.03799438476562,525.2662963867188,41.31626510620117,250.4199981689453,2128.216552734375,20.126243591308597,137.6199951171875,633.27001953125,39.53474044799805,335.3907165527344,39.10003662109375,28.87786102294922,73.82032775878906,108.0500030517578,89.41000366210938,137.6947479248047,52.2160758972168,25.585920333862305,55.35465240478516,88.87641143798828,88.55441284179688,484.9299926757813,379.5817260742188,52.42443084716797,259.4700012207031,28.08770179748535,297.60333251953125,54.9213981628418,122.3438949584961,50.38518524169922,259.2887878417969,45.040000915527344,83.42210388183594,50.17699813842773,12.988725662231444,160.3740997314453,30.929332733154297,76.71575927734375,121.75865173339844,246.67974853515625,147.04849243164062,530.9453735351562,281.51666259765625
128.52490234375,469.7300109863281,146.46383666992188,146.3451385498047,308.5799865722656,88.75,215.5987701416016,163.16900634765625,525.1515502929688,41.55107879638672,260.8999938964844,2125.275146484375,20.143844604492188,140.10000610351562,642.8200073242188,39.55902099609375,341.8530578613281,39.22982406616211,29.04927062988281,75.81025695800781,107.54000091552734,91.02999877929688,141.75460815429688,51.47378921508789,25.72334671020508,56.11395263671875,93.64266204833984,93.29856872558594,495.0400085449219,392.5486450195313,53.03915786743164,266.19000244140625,28.202455520629883,288.3647766113281,53.309791564941406,122.21852111816406,50.349910736083984,265.62457275390625,44.80500030517578,81.47069549560547,58.63399887084961,13.328269004821776,159.90673828125,31.07933235168457,77.56681060791016,121.13294982910156,243.69664001464844,147.79376220703125,539.2791748046875,283.4833374023437
133.2364044189453,472.0199890136719,145.96900939941406,145.15525817871094,306.4599914550781,91.52999877929688,215.3168487548828,165.34950256347656,545.5695190429688,41.99545669555664,251.91000366210935,2075.971435546875,19.844636917114254,138.6199951171875,650.4299926757812,39.761348724365234,343.2723999023437,39.03081893920898,28.55062866210937,74.85694122314453,107.79000091552734,91.875,142.11485290527344,51.6845703125,25.705421447753903,55.280372619628906,93.8585433959961,93.50102996826172,496.4400024414063,393.8424072265625,56.46541976928711,266.22332763671875,27.840539932250977,289.18927001953125,53.42247009277344,122.11241912841795,49.48576354980469,270.97711181640625,44.59999847412109,82.94400787353516,57.98400115966797,13.828611373901367,159.10946655273438,31.40066719055176,76.02971649169922,119.65878295898438,248.0665283203125,147.92843627929688,532.5264892578125,281.663330078125
135.3779754638672,472.4400024414063,142.56927490234375,146.01162719726562,299.1700134277344,92.79000091552734,216.57269287109372,164.6114959716797,544.3363647460938,41.83354187011719,252.75,2032.9752197265625,19.510223388671875,137.4199981689453,646.6900024414062,39.39715576171875,342.7992553710937,38.73663711547852,27.3133602142334,74.56077575683594,107.87999725341795,92.52999877929688,142.14405822753906,51.73954772949219,25.418609619140625,55.24736785888672,94.34489440917967,93.91838073730467,492.8599853515625,395.184814453125,51.222076416015625,248.02667236328125,27.778749465942383,289.0091857910156,53.39028549194336,118.52486419677734,49.60039138793945,272.5958251953125,44.09999847412109,80.28033447265625,56.516998291015625,13.67404556274414,157.8997802734375,30.48733329772949,75.43919372558594,118.78453826904295,251.41879272460935,145.8363037109375,534.8139038085938,282.2133178710937
139.12579345703125,473.4400024414063,140.8647918701172,147.54403686523438,293.6400146484375,94.12999725341795,219.6483154296875,164.6999969482422,542.5775756835938,41.8128547668457,254.8699951171875,1985.9349365234373,18.52458953857422,135.89999389648438,652.1699829101562,39.63185501098633,342.40185546875,38.96159744262695,27.38815116882324,74.07023620605469,106.37000274658205,94.09750366210938,142.43614196777344,52.46350860595703,25.90260124206543,56.25426483154297,94.26301574707033,94.00372314453124,489.2099914550781,409.5330810546875,50.11916732788086,250.6699981689453,28.273069381713867,292.6950988769531,53.76051330566406,115.3616180419922,50.147098541259766,276.0815124511719,44.22999954223633,79.30464935302734,55.678001403808594,13.61496353149414,159.84263610839844,29.99666786193848,75.51736450195312,120.14727783203124,247.1785888671875,147.61415100097656,545.1763916015625,293.6000061035156
